date_fin,date_debut,niveau_perturbation,typologie,voie,maitre_ouvrage,statut,identifiant,impact_circulation,geo_shape,objet,precision_localisation,cp_arrondissement,numero_stv,description,coordinates,duree(day)
2024-10-30,2020-07-06,2.0,3.0,rue Saint Honoré,LOUVRE-SAINT HONORE,2,CP001672,RESTREINTE,"[[[2.3388274498473205, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438627, 48.86226797228002], [2.3392047843317134, 48.8621828384879], [2.3392214660625634, 48.862147237277505], [2.3391820996122763, 48.86212322496458], [2.3388274498473205, 48.86221882650665]]]",REHABILITATION_IMMEUBLE,n°151,75001,11,,"[2.3390296759890656, 48.86219684259486]",1577.0
2023-01-21,2022-08-22,2.0,,Emile Bertin,Fraicheur de Paris,2,CP002354,,"[[[2.36553985319899, 48.89919711189244], [2.365633262091371, 48.89923210892152], [2.3656555172105036, 48.89873849188765], [2.365552638616713, 48.8987403265206], [2.36553985319899, 48.89919711189244]]]",TRAVAUX_PREPARATOIRES,Entre bd Ney et rue Charles Hermite,75018,9,Création regard de visite de forage géothermie,"[2.365596095053093, 48.89897386810813]",152.0
2022-12-15,2022-07-05,1.0,1.0,Rue La Fayette,DVD - MV,2,CP002392,RESTREINTE,"[[[2.346133791113451, 48.876545660907546], [2.34950451755719, 48.87737870155258], [2.3537664776549634, 48.878491278687996], [2.353833619956185, 48.878520349626065], [2.3538472433110935, 48.87853382052462], [2.3538879032830216, 48.87847423072244], [2.3529538685230036, 48.87823186089558], [2.3517637558684297, 48.87792111043536], [2.350607605599166, 48.877623452052475], [2.3494959721246023, 48.87730876962782], [2.346223056015507, 48.876501161885614], [2.346133791113451, 48.876545660907546]]]",REAMENAGEMENT_VOIRIE,Entre le n° 93 et le 127,75010,11,Pérennisation de la piste cyclable bidirectionnelle (Phase 2-3),"[2.3497007067527163, 48.87741252629561]",163.0
2022-12-16,2022-09-16,2.0,2.0,Rue de La croix Nivert,GRDF,2,CP002021,RESTREINTE,"[[[[2.2915111389838203, 48.841087452407784], [2.291592971736566, 48.841128130772134], [2.2916773270034434, 48.84106130887654], [2.2915913758001696, 48.84101939472699], [2.2915111389838203, 48.841087452407784]]], [[[2.291592971736566, 48.841128130772134], [2.291592050287187, 48.84112886010034], [2.29159349956246, 48.84112839291638], [2.291592971736566, 48.841128130772134]]]]",ENTRETIEN_RESEAU,Au N°148,75015,13,Renouvellement du réseau Gaz,"[2.2915935419637385, 48.841073863344576]",91.0
2022-11-14,2022-10-17,2.0,3.0,Charles Hermite / Impasse des Fillettes,P&MA,2,CP002394,RESTREINTE,"[[[2.365114990548996, 48.89918801931001], [2.3652927272631894, 48.89926272411063], [2.3653495043575914, 48.89919402144097], [2.3652705173230295, 48.89916029041613], [2.3651095770068764, 48.8991879906121], [2.365114990548996, 48.89918801931001]]]",RACCORDEMENT_RESEAU,Au N°48,75018,9,Raccordement sur l'ovoide d'assainissement pour l'ARENA2,"[2.3652495558831057, 48.89920412871888]",28.0
2022-12-16,2022-10-24,2.0,2.0,Av. Ernest Reyer & rue Légion étrangère,grdf,2,CP002405,RESTREINTE,"[[[2.3243464593729315, 48.82234716483746], [2.3243647803632865, 48.822348306240464], [2.3242884803293253, 48.82211824143141], [2.3242970311635616, 48.821875569117125], [2.3244383985384083, 48.82167291059828], [2.3246619508584248, 48.82152425718029], [2.324935133567113, 48.8214389437034], [2.324926295290555, 48.8214258059992], [2.3246459361862812, 48.82150869916075], [2.324416264214102, 48.8216657703679], [2.3242713221136966, 48.82187163564358], [2.3242640926766724, 48.82211585786418], [2.3243464593729315, 48.82234716483746]]]",ENTRETIEN_RESEAU,"av. Ernest Reyer : traversée au niveau du n°43
rue Légion étrangère : à proximité des quais bus",75014,12,Renouvellement réseau gaz pour la future station de carburant Total,"[2.3244490745743813, 48.8218111825158]",53.0
2022-12-23,2022-11-28,2.0,1.0,Boulevard Romain Rolland,DVD - MV,2,CP002419,RESTREINTE,"[[[2.3232986361020154, 48.82026018146316], [2.32334527880287, 48.82027591300861], [2.325925546675556, 48.81971104817673], [2.325913181827505, 48.819691942122866], [2.325875316923251, 48.8196941084237], [2.325839513913608, 48.819676059205335], [2.3253827442125656, 48.819747251359715], [2.325366112780365, 48.819779282600564], [2.3253370256834986, 48.81979934471926], [2.3253152673800774, 48.81980993090872], [2.3232986361020154, 48.82026018146316]]]",REAMENAGEMENT_VOIRIE,Entre les n° 45 et 21 bd Romain Rolland avec traversée piétonne carrefour avenue Aristide Briand (coté Montrouge),75014,12,Aménagement piste cyclable,"[2.324831395686553, 48.81992865897311]",25.0
2023-02-17,2023-01-09,2.0,2.0,RIVOLI,Fraicheur de Paris,1,CP002428,RESTREINTE,"[[[2.333913085093659, 48.863547446242194], [2.333960369021329, 48.863516299694616], [2.333787429096577, 48.86327690842816], [2.3334976947417756, 48.86337142825862], [2.3335457877101775, 48.863389780163324], [2.333736295310522, 48.86332706996871], [2.33391163693747, 48.86354791393694], [2.333913085093659, 48.863547446242194]]]",RACCORDEMENT_RESEAU,rue de Rivoli angle rue de l'Echelle,75001,11,Raccordement Client 184 Rivoli,"[2.333784117263437, 48.86339098836466]",39.0
2023-03-31,2021-02-11,,3.0,rue Vernet,DIOR,2,CP001838,,"[[[2.2988730194839535, 48.87180408982155], [2.2999616525460276, 48.8714559131055], [2.2999407948877977, 48.87139749292987], [2.298815901081782, 48.87175973414693], [2.2988730194839535, 48.87180408982155]]]",REHABILITATION_IMMEUBLE,entre Bassano et Galilée,75008,9,Curage du 11/02/21 au 30/06/21,"[2.299401233940519, 48.871603037289425]",778.0
2022-12-02,2022-02-07,1.0,1.0,Avenue de la Porte des Lilas,STV,2,CP002237,RESTREINTE,"[[[2.406799024906411, 48.877323817867904], [2.4080391496518443, 48.87777014129013], [2.408176447625195, 48.87750509896566], [2.406964781230781, 48.877061602314335], [2.4068071935398696, 48.877321174746015], [2.406799024906411, 48.877323817867904]]]",REAMENAGEMENT_VOIRIE,Entre le bd Mortier et rue des Glaïeuls,75019,10,Réfection suite travaux RATP + Réaménagement de la voie,"[2.4074935777089714, 48.87741512998872]",298.0
2022-11-30,2022-05-09,2.0,2.0,bd Haussmann,Eau de Paris,2,CP002302,RESTREINTE,"[[[2.3316373716902756, 48.8732534653637], [2.331603171589047, 48.87320172245475], [2.331353779744694, 48.873239984208894], [2.3313865857613814, 48.87330759094657], [2.331648091523213, 48.87326146099067], [2.3316385911366493, 48.873252675357705], [2.3316326862337577, 48.87324471830598], [2.3316373716902756, 48.8732534653637]]]",ENTRETIEN_RESEAU,du 44 au 46,75009,11,Renouvellement Conduite Eau potable-branchement secours Incendie,"[2.331495397342424, 48.87325341731809]",205.0
2022-11-01,2021-07-15,2.0,2.0,place d'Italie /Carrefour Blanqui,RATP,2,CP001996,RESTREINTE,"[[[2.3544366868983295, 48.83116720498007], [2.3547080734152934, 48.83124919474142], [2.3548299030743762, 48.83126058869136], [2.3549459267741835, 48.8310840581258], [2.354549011188846, 48.83096112933994], [2.3544169242273565, 48.83112146689531], [2.3544366868983295, 48.83116720498007]]]",TRAVAUX_OUVRAGE,sur le terre- plein.,75013,14,"Création d'une sortie mécanisée, par phases.","[2.354675072745107, 48.83111868993894]",474.0
2023-08-30,2021-06-14,2.0,3.0,rue de Sèvres,DUMEZ,2,CP001999,RESTREINTE,"[[[2.32567501181108, 48.850976338280596], [2.3259948937721537, 48.85111139587731], [2.3260198114059305, 48.85108060191929], [2.326012297730867, 48.85104819709105], [2.325726152197783, 48.850925227267865], [2.32567501181108, 48.850976338280596]]]",REHABILITATION_IMMEUBLE,en vis à vis du n°33,75006,12,cantonnement,"[2.3258546673669196, 48.85101696921646]",807.0
2024-05-31,2022-06-20,2.0,3.0,rue François 1er,Groupama,2,CP002341,RESTREINTE,"[[[2.3053115309504166, 48.86760573280608], [2.305248644751633, 48.86756110913281], [2.305049327349413, 48.86768559073597], [2.3050636326585967, 48.86769471582878], [2.3051101720714704, 48.86766690753373], [2.305156639071163, 48.867698587888626], [2.3053115309504166, 48.86760573280608]]]",REHABILITATION_IMMEUBLE,au n° 21,75008,9,Travaux de restructuration du bâtiment,"[2.3051956892887357, 48.8676330859472]",711.0
2024-02-28,2022-09-15,2.0,3.0,rue Laffitte / Rue de Provence,SOGEPROM,2,CP002393,RESTREINTE,"[[[2.338474946152101, 48.87409013002294], [2.3384767635390333, 48.87408895024193], [2.3384788693684375, 48.87406516718761], [2.338363384223726, 48.874069288222174], [2.338361112106191, 48.87410615752583], [2.3381608901004896, 48.87410743032034], [2.3381303807577707, 48.87409536428507], [2.3380973238119114, 48.87400000092884], [2.338066769186871, 48.87399150409931], [2.338076088377005, 48.87396776093707], [2.338054869463412, 48.87393433030774], [2.3380276513611498, 48.87394726696453], [2.3380727288600647, 48.874090286202396], [2.3381336856893205, 48.87411917725076], [2.338175091105123, 48.8741253553049], [2.3381984161455103, 48.87413500196], [2.3384834794719658, 48.87412824976569], [2.338474946152101, 48.87409013002294]]]",REHABILITATION_IMMEUBLE,Au 40 / 33-35,75009,11,,"[2.3382457791220967, 48.87407833631672]",531.0
2022-12-16,2022-11-17,1.0,1.0,Rue Marc Dormoy,SAGP - ACO,2,CP002418,RESTREINTE,"[[[[2.36004444557715, 48.88994314160685], [2.360045980328585, 48.88994365792689], [2.3599565514189615, 48.88814022594025], [2.3597655306688217, 48.88812254921516], [2.359824118075345, 48.889667136037545], [2.3597892415990867, 48.88971572887863], [2.3597983494329644, 48.89014883951784], [2.359776739624316, 48.89043901825321], [2.3600275097952665, 48.89044035876598], [2.3600346756938557, 48.89029762954955], [2.3600763991574554, 48.890132479614785], [2.3600745510926546, 48.89013603915187], [2.36004444557715, 48.88994314160685]]], [[[2.360045980328585, 48.88994365792689], [2.360046191280073, 48.88994791015541], [2.3600480393401346, 48.88994435061817], [2.360045980328585, 48.88994365792689]]]]",REAMENAGEMENT_VOIRIE,Entre le n° 52 et 76 rue Marc Dormoy + 2 rue Chapelle,75018,9,Désamiantage chaussée,"[2.3599045011784483, 48.88935864284029]",29.0
2022-11-14,2022-10-17,1.0,2.0,Rue Botzaris,RTE,2,CP002400,SENS_UNIQUE,"[[[2.3811938475229795, 48.87767053159422], [2.3812709537442056, 48.87758145745426], [2.3812294346795224, 48.877416530288464], [2.3812423012723514, 48.87725188330002], [2.3812763870466847, 48.87666490272369], [2.381433492755519, 48.87623607387445], [2.3812647825838837, 48.87627102330424], [2.381105505722039, 48.87688243749682], [2.38111562036131, 48.87740160210599], [2.381182976690607, 48.877674073626274], [2.3811938475229795, 48.87767053159422]]]",INSPECTION_ENTRETIEN_RESEAU,Entre Simon Bolivar et rue Fressart,75019,10,Liaison souterraine Buttes Chaumont- Romainville,"[2.3812187577980715, 48.87691753628799]",28.0
2023-05-31,2022-09-19,2.0,1.0,Rue Le Nôtre,SAP,2,CP002383,RESTREINTE,"[[[2.288540448027376, 48.8591895024404], [2.2889569883308853, 48.85892427965069], [2.2888960278568184, 48.85889893152244], [2.2884885341305985, 48.85916182910073], [2.2885386449136575, 48.85918949172032], [2.288540448027376, 48.8591895024404]]]",TRAVAUX_OUVRAGE,En vis-à-vis du 1 au 5,75016,13,Travaux de réhabilitation du collecteur Ouest,"[2.2887222785951127, 48.859042579819224]",254.0
2022-12-30,2022-11-14,1.0,1.0,Pont IENA,SAGP,2,CP002407,RESTREINTE,"[[[2.2911723743026124, 48.86025188171515], [2.291378000032758, 48.86038730561306], [2.293060421566911, 48.859315552367235], [2.29333378742358, 48.859255431661076], [2.292963030602004, 48.85899824938073], [2.292830282357081, 48.85918803829557], [2.2911723743026124, 48.86025188171515]]]",REAMENAGEMENT_VOIRIE,Sur chaussée,75007,12,Piétonnisation du pont,"[2.2922503588788903, 48.85969600584461]",46.0
2023-02-24,2022-11-03,2.0,1.0,Avenue des Champs Elysées,DVD - SAGP -ACO,2,CP002420,RESTREINTE,"[[[2.3200538727455706, 48.865874721048435], [2.3200020390980693, 48.865793902649216], [2.3091056744565157, 48.86925572789205], [2.3091534995198972, 48.86933115860774], [2.3200538727455706, 48.865874721048435]]]",REAMENAGEMENT_VOIRIE,De la place de l'étoile à la place Clémenceau (Ph1) puis à la place de la Concorde (Ph2),75008,9,Aménagement de refuges piétons,"[2.314643159291045, 48.867543441256416]",113.0
2022-09-15,2018-11-05,2.0,3.0,13-35 rue du Commandant René Mouchotte,Unibail,4,CP000949,RESTREINTE,"[[[2.3206320250242625, 48.83881550056989], [2.3197373976654294, 48.83804667662745], [2.3194938930633024, 48.83815973810068], [2.3203157049085124, 48.838852228982105], [2.3205491256086512, 48.83885468557592], [2.3206320250242625, 48.83881550056989]]]",REHABILITATION_IMMEUBLE,,75014,12,,"[2.320051588897463, 48.83847154786981]",1410.0
2023-04-17,2020-09-14,1.0,2.0,Boulevard Vincent Auriol,RATP,2,CP001731,RESTREINTE,"[[[2.3565342230237585, 48.831294047879894], [2.358263322409682, 48.83185896218089], [2.3585773176931224, 48.83145265241965], [2.356419118137489, 48.83073780319138], [2.356220731689173, 48.830999785471484], [2.3565342230237585, 48.831294047879894]]]",TRAVAUX_OUVRAGE,entre la place d'Italie et la rue Albert Bayet,75013,14,Mécanisation de la station de la place d'Italie et dévoiement des concessionnaires.,"[2.357378206425131, 48.831305348070735]",945.0
2023-07-04,2021-11-08,2.0,2.0,Place Denfert Rochereau,RATP RER,2,CP002169,RESTREINTE,"[[[[2.3324814046179307, 48.83413860435074], [2.3327426941445473, 48.83427688631628], [2.3331193043190193, 48.83409101097215], [2.3332265696537537, 48.83397345230322], [2.333294052237816, 48.83378585268434], [2.3333273475858727, 48.83372696036534], [2.3329642349614823, 48.833493994347485], [2.332865655146732, 48.83356863469825], [2.3331077757284078, 48.83372036525181], [2.3331471441096503, 48.83382262922859], [2.333064216172524, 48.83394569369624], [2.3328103163330147, 48.83407854659821], [2.3324814046179307, 48.83413860435074]]], [[[2.3324805101910373, 48.83413876754145], [2.332467827053632, 48.834141083688415], [2.33250022819938, 48.83415200660427], [2.3324805101910373, 48.83413876754145]]], [[[2.3324805101910373, 48.83413876754145], [2.3324814046179307, 48.83413860435074], [2.3324760298091833, 48.83413575932264], [2.3324805101910373, 48.83413876754145]]]]",TRAVAUX_OUVRAGE,Contre allée coté Est,75014,12,Base vie pour création sorties supplémentaires RER.,"[2.3329919285070484, 48.83393705608835]",603.0
2024-05-31,2022-08-22,2.0,3.0,Rue Scipion,GDG Scipion,2,CP002369,BARRAGE_TOTAL,"[[[2.353626719003378, 48.83840652337205], [2.3532449459867126, 48.83881493655165], [2.353298999786869, 48.83881641865733], [2.353675351776813, 48.8384091658779], [2.353626719003378, 48.83840652337205]]]",REHABILITATION_IMMEUBLE,Entre rue Vésale et rue du Fer à cheval,75005,12,Réhabilitation hôtel Scipion,"[2.3534589146739697, 48.83861453156144]",648.0
2023-12-29,2021-11-02,1.0,1.0,Porte Maillot,SPL Pariseine,2,CP002416,RESTREINTE,[''],REAMENAGEMENT_SECTEUR,,75017,9,Aménagement de la Place Maillot- Axe Majeur,,787.0
2022-12-20,2019-08-26,2.0,2.0,Avenue de Messine,SNCF EOLE,2,CP001477,RESTREINTE,"[[[2.313937384330044, 48.876027117035385], [2.313974930275214, 48.87605231674796], [2.3147188488919417, 48.875718687897425], [2.3147518291249445, 48.875679615138374], [2.3149239838360867, 48.87561873314292], [2.3152027820559806, 48.875540614522286], [2.315195329178253, 48.87542159738105], [2.3151719609046855, 48.87541551456593], [2.3148206587351954, 48.87552058234331], [2.3138445376667494, 48.87595519984275], [2.313937384330044, 48.876027117035385]]]",CREATION_ENTRETIEN_OUVRAGE_ART,du n°2 au n°16,75008,9,"Création d'un puits de service, travaux préparatoire du 26/08/19 au 30/08/19","[2.314529093609444, 48.87572980964821]",1212.0
2023-04-30,2021-04-06,2.0,3.0,Rue Emile Dubois,RIVP,2,CP001892,RESTREINTE,"[[[2.3377336295555464, 48.831408352389694], [2.3377108047876747, 48.831407912119026], [2.337706211851141, 48.83142898417378], [2.3377026725689585, 48.83144260896007], [2.3377049638370417, 48.831452801648986], [2.3373252218331237, 48.83154566838706], [2.337350258366161, 48.83156191217227], [2.3374571589641793, 48.83153566262489], [2.3374800309400974, 48.831547506352386], [2.3375644289104276, 48.83152386345128], [2.3376476242143083, 48.83150116176915], [2.337810319444369, 48.83146192365722], [2.337783480841688, 48.8314183092696], [2.337762661485209, 48.83141153054027], [2.3377336295555464, 48.831408352389694]]]",REHABILITATION_IMMEUBLE,Au N°1,75014,12,Démolition et Reconstruction,"[2.3376087438423045, 48.83148812314755]",754.0
2022-12-30,2022-01-31,2.0,2.0,bd Pasteur,CPCU,2,CP002268,RESTREINTE,"[[[2.313657625860738, 48.84122930170467], [2.3136802893204798, 48.841287731417765], [2.313696182835892, 48.84131280792319], [2.3138767494813437, 48.84115203226221], [2.313790782043143, 48.84110989664495], [2.313659397022841, 48.8412316915925], [2.313657625860738, 48.84122930170467]]]",ENTRETIEN_RESEAU,Au N° 52,75015,13,Modernisation Chambre,"[2.313757003270671, 48.841203375944964]",333.0
2022-09-30,2022-05-12,2.0,1.0,Avenue du Maine / Rue Vercingétorix,SAGP,4,CP002317,RESTREINTE,"[[[2.3222781843747686, 48.83868007975978], [2.322279370863127, 48.8386816684712], [2.322281809776789, 48.83867851741154], [2.3223044067615626, 48.83860408149004], [2.322188295940832, 48.838569312358274], [2.3222604655175245, 48.83837935461547], [2.3222043607722056, 48.83835127860244], [2.3222495269572603, 48.838296006593055], [2.322184933411234, 48.83827343967063], [2.322036026320933, 48.83863587509459], [2.3222781843747686, 48.83868007975978]]]",REAMENAGEMENT_VOIRIE,80- 82 av. du Maine / Rue Vercingétorix angle av. du Maine,75014,12,Traversées de chaussée pour les travaux SLT + Reprise du trottoir,"[2.3221722156710087, 48.83851492099773]",141.0
2022-08-31,2022-07-04,2.0,2.0,Rue Lourmel,ENEDIS,2,CP002355,,"[[[[2.2919259266712317, 48.850203242499724], [2.292029345759672, 48.850119013158604], [2.2864588057204496, 48.843690237543484], [2.2862735367969336, 48.84295871482904], [2.2856810245528054, 48.84225698466727], [2.285615936011876, 48.842256595990904], [2.2862084460127385, 48.84295832646717], [2.2862625050608756, 48.843764257302155], [2.2919259266712317, 48.850203242499724]]], [[[2.292029345759672, 48.850119013158604], [2.2920347422268073, 48.85012523989805], [2.2920348881554307, 48.85011449877831], [2.292029345759672, 48.850119013158604]]]]",ENTRETIEN_RESEAU,Du n° 10 au n° 102,75015,13,Travaux sur réseaux HTA,"[2.2887206376284213, 48.84639432756618]",58.0
2024-03-31,2022-08-01,2.0,3.0,Rue Meyerbeer,Paris Opéra SNC,2,CP002361,RESTREINTE,"[[[2.333193302308155, 48.87208841257584], [2.3335014583488936, 48.87191118975601], [2.3335014644360723, 48.871910714038776], [2.3334401677996857, 48.871852313088226], [2.3331290785457, 48.87203332632544], [2.333193302308155, 48.87208841257584]]]",REHABILITATION_IMMEUBLE,"Emprise 1: entre les n° 2 et 4 rue Meyerbeer
Emprise 2: du 11 et 13 rue de la chaussée d'Antin",75009,11,Emprises sur chaussée et trottoir,"[2.3333165914808944, 48.87197086827153]",608.0
2023-02-28,2022-10-03,2.0,1.0,Rue de Rivoli,Musée Louvres & MAD,2,CP002389,RESTREINTE,"[[[2.334672368265756, 48.86288426577897], [2.334607427103902, 48.862808099605225], [2.3323618701570696, 48.86354990422634], [2.332408225778639, 48.86362392818835], [2.334672368265756, 48.86288426577897]]]",REHABILITATION_IMMEUBLE,Entre les n° 101 au 111,75001,11,Travaux en façades des musées du Louvres et Arts Déco,"[2.333529098093924, 48.863211135110944]",148.0
2024-03-31,2020-02-21,1.0,2.0,Porte de la Chapelle,SNCF,2,CP001652,RESTREINTE,"[[[2.3585578081465237, 48.89985131251321], [2.3597309110488505, 48.89984147843579], [2.361085240371427, 48.89833962695765], [2.358593153364847, 48.89830482413131], [2.3585578081465237, 48.89985131251321]]]",TRAVAUX_OUVRAGE,,75018,9,Dépose puis reconstruction des ponts,"[2.35953040401859, 48.89899174665334]",1500.0
2022-11-02,2020-11-02,2.0,3.0,17b rue d'Amsterdam,AMETIS,4,CP001801,RESTREINTE,"[[[2.3268446891577828, 48.87741729930449], [2.326906747540016, 48.877416696753045], [2.3269002548958353, 48.87724914349363], [2.326836002280098, 48.87725211334718], [2.3268446891577828, 48.87741729930449]]]",CONSTRUCTION_IMMEUBLE,,75008,9,Démolition puis construction d'un bâtiment.,"[2.3268719732725325, 48.87733330642187]",730.0
2023-06-30,2021-02-23,1.0,1.0,Voie Mazas,SAP,2,CP001848,RESTREINTE,"[[[2.3665005852835845, 48.845539520359495], [2.3666745011793577, 48.845618281559865], [2.3672737575404046, 48.84516514830218], [2.3678888461817227, 48.844746988911076], [2.3677640220310647, 48.84464433206504], [2.3671202392676216, 48.84508112757091], [2.3665005852835845, 48.845539520359495]]]",TRAVAUX_OUVRAGE,,75012,15,Travaux pour le bassin d'Austerlitz,"[2.367192572679895, 48.84513644575862]",857.0
2022-11-30,2022-06-20,2.0,,rue Ingénieur Robert Keller,PREMYS,2,CP002347,SENS_UNIQUE,"[[[2.2812982349685362, 48.84835168454171], [2.2816404338193044, 48.848218579540436], [2.281600657781107, 48.84817455692454], [2.28125987587877, 48.84830957338453], [2.2812982349685362, 48.84835168454171]]]",REHABILITATION_IMMEUBLE,Entre les n° 3 et 5 sur trottoir et chaussée,75015,13,Curage de la tour cristal,"[2.2814510007896316, 48.848263124105934]",163.0
2022-08-17,2022-07-25,2.0,3.0,Contre-allée avenue Iéna,Groupama,2,CP002348,BARRAGE_TOTAL,"[[[2.295518180136605, 48.86931514838664], [2.2956078396091097, 48.86935327234493], [2.2956037223382286, 48.86912433836769], [2.295511383707261, 48.86912427066424], [2.295518180136605, 48.86931514838664]]]",REHABILITATION_IMMEUBLE,Contre-allée (coté impair) de l'avenue de l'Iéna,75016,13,Levage pour installation verrières en cour intérieure,"[2.2955616658346933, 48.86922884277895]",23.0
2023-03-06,2022-12-05,1.0,1.0,Place de Clichy,DVD - MV,1,CP002424,RESTREINTE,"[[[2.326205949612397, 48.88344049013641], [2.326806524255369, 48.88356379442034], [2.326811890011635, 48.8835673940379], [2.32680996301799, 48.883576900829645], [2.326758747215943, 48.88363134077217], [2.3268000665751507, 48.88364466018331], [2.326869505178294, 48.88357604578867], [2.326934305474188, 48.88358711753581], [2.327180465502969, 48.883663455007756], [2.327191197088476, 48.883670654208416], [2.32720542766707, 48.883686200880184], [2.3272296213894483, 48.88376842870819], [2.327225721415741, 48.88379101238812], [2.327175587389241, 48.88390137630146], [2.32731593597345, 48.883929528881495], [2.32736787370389, 48.883819175047016], [2.3273970278840905, 48.8837967332392], [2.3274624738563516, 48.883757839672015], [2.3275059661846287, 48.88374261727002], [2.327875434769937, 48.88376967629279], [2.3279186045501796, 48.883779437155106], [2.3279688520813293, 48.88379994426914], [2.3282247014640216, 48.88396437488], [2.3285069097979045, 48.88376370198482], [2.3283780599566795, 48.883683266121906], [2.328166554428764, 48.88357738199874], [2.3276326972663806, 48.88334428932109], [2.3276184021425887, 48.88333373902024], [2.327607084423891, 48.88331606744277], [2.3276051601275403, 48.8832974962265], [2.3276163327154964, 48.88327043332699], [2.3275047769862867, 48.88324791523931], [2.3274758695626128, 48.88330724006598], [2.3274559659429372, 48.88331188752554], [2.327230823123165, 48.883284447551695], [2.327218241532878, 48.883280808303205], [2.327209361455172, 48.883270050058364], [2.3272054865702625, 48.88315105476803], [2.3271116712045274, 48.883151716454925], [2.327112860273176, 48.88319931308566], [2.3271123837346464, 48.883236192907816], [2.3271031654881065, 48.88325160780832], [2.3270868222933574, 48.88325984376631], [2.3270669647791293, 48.88326092197248], [2.3268940420539823, 48.883240913756445], [2.3268815220108325, 48.88323251555383], [2.326700284272343, 48.88301853194804], [2.326587954118045, 48.883055972508004], [2.3266446457234466, 48.8831360036603], [2.3266353658208137, 48.883156177444974], [2.326611700448874, 48.88317270087076], [2.326577380573259, 48.883176077284645], [2.3263434512471126, 48.88313074076528], [2.326205949612397, 48.88344049013641]]]",REAMENAGEMENT_VOIRIE,"Entre les bd des Batignolles et Clichy. Avec un impact sur l'av de Clichy et les rues de Clichy, St Pétersbourg, Amsterdam et Biot",75017,9,Aménagement piste cyclable circulaire + îlots,"[2.327303134725558, 48.88350560012887]",91.0
2022-09-30,2018-10-25,2.0,2.0,Rue de Belleville,RATP L11,2,CP000939,RESTREINTE,"[[[2.397899421917581, 48.875654087871794], [2.3978974848407097, 48.875483516287204], [2.396096717544042, 48.87534934641613], [2.3960791125392045, 48.875445345821426], [2.3969083061660212, 48.875518869184546], [2.396901899936586, 48.87559724604566], [2.397899421917581, 48.875654087871794]]]",TRAVAUX_OUVRAGE,entre rue Compans et rue du Docteur Potain.,75019,10,Adaptation de la station Télégraphe dans le cadre du prolongement de la L11.,"[2.397107657492351, 48.87550218331863]",1436.0
2023-06-30,2020-07-02,2.0,3.0,rue de Vaugirard,Sénat,2,CP001609,RESTREINTE,"[[[2.3360084098982288, 48.849564069459575], [2.3360331107517953, 48.849380028718265], [2.336099794132965, 48.84935327230715], [2.336758560269392, 48.849379769659876], [2.336764856658318, 48.84933839989748], [2.3365327572700005, 48.849330450606004], [2.336499212246473, 48.84930313723115], [2.336060221195462, 48.84928975585529], [2.336040521297537, 48.849307731735394], [2.3360245179182884, 48.849318588118415], [2.336014259710722, 48.84933138122461], [2.336008309718559, 48.84934562552129], [2.335980307010471, 48.84956248621215], [2.3360084098982288, 48.849564069459575]]]",REHABILITATION_IMMEUBLE,entre la rue de Tournon et la rue Garancière.,75006,12,,"[2.336312710952428, 48.84935105068015]",1093.0
2023-09-30,2020-11-02,2.0,1.0,rue des archives,Affaires culturelles,4,CP001732,RESTREINTE,"[[[2.3549931752482824, 48.858176077945615], [2.355067376364267, 48.8581538718199], [2.3550108450170866, 48.85805957609765], [2.354938027205365, 48.85796995100735], [2.354909033281176, 48.857981692208895], [2.354872781444696, 48.85799696379475], [2.354842205378565, 48.85799084975331], [2.3548204665883654, 48.857999061428174], [2.3548074324955386, 48.85803230396878], [2.3549319184096666, 48.85817217823224], [2.3549931752482824, 48.858176077945615]]]",REHABILITATION_IMMEUBLE,du n°22 au n°26,75004,11,,"[2.354936406579558, 48.85807751478241]",1062.0
2022-12-31,2022-05-31,2.0,3.0,Avenue d'Italie,SAS CORE,2,CP002327,RESTREINTE,"[[[2.355745781961461, 48.8304843594879], [2.3558719672785826, 48.83048146954704], [2.3558770113042136, 48.83048172065626], [2.355882777315828, 48.830481751710046], [2.3559436661179833, 48.83030860695997], [2.356033425419116, 48.8300449554964], [2.3558859258030047, 48.83002274445387], [2.3558877132206533, 48.830023943949726], [2.355745781961461, 48.8304843594879]]]",REHABILITATION_IMMEUBLE,Emprise entre les n° 2 et 16,75013,14,Réhabilitation du bâtiment grand écran,"[2.355888552552621, 48.83025420526024]",214.0
2023-03-31,2022-07-26,2.0,2.0,Place François 1er,CPCU,2,CP002365,RESTREINTE,"[[[2.307273629523612, 48.86601530651125], [2.3072717787067982, 48.86601886531051], [2.307271794527812, 48.86601767556485], [2.3072588876539992, 48.86603901613086], [2.3084971537277923, 48.86636027495284], [2.3085172578543354, 48.86634016478189], [2.3081668084195015, 48.866248907171915], [2.308141797576535, 48.86609528352092], [2.308040150837061, 48.866009033014286], [2.3078892476784802, 48.86596532902388], [2.3077720049943244, 48.86596702974826], [2.307510866510522, 48.866076167654846], [2.307273629523612, 48.86601530651125]]]",RACCORDEMENT_RESEAU,Du 5 au 9 & 8-10 place François 1er + du 1 au 11 &  au 2 au 14 rue Jean Goujon + du 3 au 21 avenue François Roosevelt,75008,9,Raccordement réseau au Grand Palais,"[2.307888221989011, 48.866113277522594]",248.0
